hex_codepoint,status,emoji,e_version,description,utf8_bytes,utf8_str,utf8_clean,unicode_bytes,unicode_str
1F469 200D 1F9B0,fully-qualified,👩‍🦰,E11.0,woman: red hair,b'\xf0\x9f\x91\xa9\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\x91\xa9\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fx91xa9xe2x80x8dxf0x9fxa6xb0,b'\\U0001f469\\u200d\\U0001f9b0',\\U0001f469\\u200d\\U0001f9b0
1F469 1F3FB 200D,fully-qualified,👩🏻‍🦰,E11.0,"woman: light skin tone, red ha",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fx91xa9xf0x9fx8fxbbxe2x80x8dxf0x9fxa6xb0,b'\\U0001f469\\U0001f3fb\\u200d\\U0001f9b0',\\U0001f469\\U0001f3fb\\u200d\\U0001f9b0
1F469 1F3FC 200D,fully-qualified,👩🏼‍🦰,E11.0,"woman: medium-light skin tone,",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fx91xa9xf0x9fx8fxbcxe2x80x8dxf0x9fxa6xb0,b'\\U0001f469\\U0001f3fc\\u200d\\U0001f9b0',\\U0001f469\\U0001f3fc\\u200d\\U0001f9b0
1F469 1F3FD 200D,fully-qualified,👩🏽‍🦰,E11.0,"woman: medium skin tone, red h",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fx91xa9xf0x9fx8fxbdxe2x80x8dxf0x9fxa6xb0,b'\\U0001f469\\U0001f3fd\\u200d\\U0001f9b0',\\U0001f469\\U0001f3fd\\u200d\\U0001f9b0
1F469 1F3FE 200D,fully-qualified,👩🏾‍🦰,E11.0,"woman: medium-dark skin tone,",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fx91xa9xf0x9fx8fxbexe2x80x8dxf0x9fxa6xb0,b'\\U0001f469\\U0001f3fe\\u200d\\U0001f9b0',\\U0001f469\\U0001f3fe\\u200d\\U0001f9b0
1F469 1F3FF 200D,fully-qualified,👩🏿‍🦰,E11.0,"woman: dark skin tone, red hai",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fx91xa9xf0x9fx8fxbfxe2x80x8dxf0x9fxa6xb0,b'\\U0001f469\\U0001f3ff\\u200d\\U0001f9b0',\\U0001f469\\U0001f3ff\\u200d\\U0001f9b0
1F9D1 200D 1F9B0,fully-qualified,🧑‍🦰,E12.1,person: red hair,b'\xf0\x9f\xa7\x91\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\xa7\x91\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fxa7x91xe2x80x8dxf0x9fxa6xb0,b'\\U0001f9d1\\u200d\\U0001f9b0',\\U0001f9d1\\u200d\\U0001f9b0
1F9D1 1F3FB 200D,fully-qualified,🧑🏻‍🦰,E12.1,"person: light skin tone, red h",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fxa7x91xf0x9fx8fxbbxe2x80x8dxf0x9fxa6xb0,b'\\U0001f9d1\\U0001f3fb\\u200d\\U0001f9b0',\\U0001f9d1\\U0001f3fb\\u200d\\U0001f9b0
1F9D1 1F3FC 200D,fully-qualified,🧑🏼‍🦰,E12.1,person: medium-light skin tone,b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fxa7x91xf0x9fx8fxbcxe2x80x8dxf0x9fxa6xb0,b'\\U0001f9d1\\U0001f3fc\\u200d\\U0001f9b0',\\U0001f9d1\\U0001f3fc\\u200d\\U0001f9b0
1F9D1 1F3FD 200D,fully-qualified,🧑🏽‍🦰,E12.1,"person: medium skin tone, red",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fxa7x91xf0x9fx8fxbdxe2x80x8dxf0x9fxa6xb0,b'\\U0001f9d1\\U0001f3fd\\u200d\\U0001f9b0',\\U0001f9d1\\U0001f3fd\\u200d\\U0001f9b0
1F9D1 1F3FE 200D,fully-qualified,🧑🏾‍🦰,E12.1,"person: medium-dark skin tone,",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fxa7x91xf0x9fx8fxbexe2x80x8dxf0x9fxa6xb0,b'\\U0001f9d1\\U0001f3fe\\u200d\\U0001f9b0',\\U0001f9d1\\U0001f3fe\\u200d\\U0001f9b0
1F9D1 1F3FF 200D,fully-qualified,🧑🏿‍🦰,E12.1,"person: dark skin tone, red ha",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb0',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb0,xf0x9fxa7x91xf0x9fx8fxbfxe2x80x8dxf0x9fxa6xb0,b'\\U0001f9d1\\U0001f3ff\\u200d\\U0001f9b0',\\U0001f9d1\\U0001f3ff\\u200d\\U0001f9b0
1F469 200D 1F9B1,fully-qualified,👩‍🦱,E11.0,woman: curly hair,b'\xf0\x9f\x91\xa9\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\x91\xa9\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fx91xa9xe2x80x8dxf0x9fxa6xb1,b'\\U0001f469\\u200d\\U0001f9b1',\\U0001f469\\u200d\\U0001f9b1
1F469 1F3FB 200D,fully-qualified,👩🏻‍🦱,E11.0,"woman: light skin tone, curly",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fx91xa9xf0x9fx8fxbbxe2x80x8dxf0x9fxa6xb1,b'\\U0001f469\\U0001f3fb\\u200d\\U0001f9b1',\\U0001f469\\U0001f3fb\\u200d\\U0001f9b1
1F469 1F3FC 200D,fully-qualified,👩🏼‍🦱,E11.0,"woman: medium-light skin tone,",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fx91xa9xf0x9fx8fxbcxe2x80x8dxf0x9fxa6xb1,b'\\U0001f469\\U0001f3fc\\u200d\\U0001f9b1',\\U0001f469\\U0001f3fc\\u200d\\U0001f9b1
1F469 1F3FD 200D,fully-qualified,👩🏽‍🦱,E11.0,"woman: medium skin tone, curly",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fx91xa9xf0x9fx8fxbdxe2x80x8dxf0x9fxa6xb1,b'\\U0001f469\\U0001f3fd\\u200d\\U0001f9b1',\\U0001f469\\U0001f3fd\\u200d\\U0001f9b1
1F469 1F3FE 200D,fully-qualified,👩🏾‍🦱,E11.0,"woman: medium-dark skin tone,",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fx91xa9xf0x9fx8fxbexe2x80x8dxf0x9fxa6xb1,b'\\U0001f469\\U0001f3fe\\u200d\\U0001f9b1',\\U0001f469\\U0001f3fe\\u200d\\U0001f9b1
1F469 1F3FF 200D,fully-qualified,👩🏿‍🦱,E11.0,"woman: dark skin tone, curly h",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fx91xa9xf0x9fx8fxbfxe2x80x8dxf0x9fxa6xb1,b'\\U0001f469\\U0001f3ff\\u200d\\U0001f9b1',\\U0001f469\\U0001f3ff\\u200d\\U0001f9b1
1F9D1 200D 1F9B1,fully-qualified,🧑‍🦱,E12.1,person: curly hair,b'\xf0\x9f\xa7\x91\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\xa7\x91\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fxa7x91xe2x80x8dxf0x9fxa6xb1,b'\\U0001f9d1\\u200d\\U0001f9b1',\\U0001f9d1\\u200d\\U0001f9b1
1F9D1 1F3FB 200D,fully-qualified,🧑🏻‍🦱,E12.1,"person: light skin tone, curly",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fxa7x91xf0x9fx8fxbbxe2x80x8dxf0x9fxa6xb1,b'\\U0001f9d1\\U0001f3fb\\u200d\\U0001f9b1',\\U0001f9d1\\U0001f3fb\\u200d\\U0001f9b1
1F9D1 1F3FC 200D,fully-qualified,🧑🏼‍🦱,E12.1,person: medium-light skin tone,b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fxa7x91xf0x9fx8fxbcxe2x80x8dxf0x9fxa6xb1,b'\\U0001f9d1\\U0001f3fc\\u200d\\U0001f9b1',\\U0001f9d1\\U0001f3fc\\u200d\\U0001f9b1
1F9D1 1F3FD 200D,fully-qualified,🧑🏽‍🦱,E12.1,"person: medium skin tone, curl",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fxa7x91xf0x9fx8fxbdxe2x80x8dxf0x9fxa6xb1,b'\\U0001f9d1\\U0001f3fd\\u200d\\U0001f9b1',\\U0001f9d1\\U0001f3fd\\u200d\\U0001f9b1
1F9D1 1F3FE 200D,fully-qualified,🧑🏾‍🦱,E12.1,"person: medium-dark skin tone,",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fxa7x91xf0x9fx8fxbexe2x80x8dxf0x9fxa6xb1,b'\\U0001f9d1\\U0001f3fe\\u200d\\U0001f9b1',\\U0001f9d1\\U0001f3fe\\u200d\\U0001f9b1
1F9D1 1F3FF 200D,fully-qualified,🧑🏿‍🦱,E12.1,"person: dark skin tone, curly",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb1',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb1,xf0x9fxa7x91xf0x9fx8fxbfxe2x80x8dxf0x9fxa6xb1,b'\\U0001f9d1\\U0001f3ff\\u200d\\U0001f9b1',\\U0001f9d1\\U0001f3ff\\u200d\\U0001f9b1
1F469 200D 1F9B3,fully-qualified,👩‍🦳,E11.0,woman: white hair,b'\xf0\x9f\x91\xa9\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\x91\xa9\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fx91xa9xe2x80x8dxf0x9fxa6xb3,b'\\U0001f469\\u200d\\U0001f9b3',\\U0001f469\\u200d\\U0001f9b3
1F469 1F3FB 200D,fully-qualified,👩🏻‍🦳,E11.0,"woman: light skin tone, white",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fx91xa9xf0x9fx8fxbbxe2x80x8dxf0x9fxa6xb3,b'\\U0001f469\\U0001f3fb\\u200d\\U0001f9b3',\\U0001f469\\U0001f3fb\\u200d\\U0001f9b3
1F469 1F3FC 200D,fully-qualified,👩🏼‍🦳,E11.0,"woman: medium-light skin tone,",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fx91xa9xf0x9fx8fxbcxe2x80x8dxf0x9fxa6xb3,b'\\U0001f469\\U0001f3fc\\u200d\\U0001f9b3',\\U0001f469\\U0001f3fc\\u200d\\U0001f9b3
1F469 1F3FD 200D,fully-qualified,👩🏽‍🦳,E11.0,"woman: medium skin tone, white",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fx91xa9xf0x9fx8fxbdxe2x80x8dxf0x9fxa6xb3,b'\\U0001f469\\U0001f3fd\\u200d\\U0001f9b3',\\U0001f469\\U0001f3fd\\u200d\\U0001f9b3
1F469 1F3FE 200D,fully-qualified,👩🏾‍🦳,E11.0,"woman: medium-dark skin tone,",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fx91xa9xf0x9fx8fxbexe2x80x8dxf0x9fxa6xb3,b'\\U0001f469\\U0001f3fe\\u200d\\U0001f9b3',\\U0001f469\\U0001f3fe\\u200d\\U0001f9b3
1F469 1F3FF 200D,fully-qualified,👩🏿‍🦳,E11.0,"woman: dark skin tone, white h",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fx91xa9xf0x9fx8fxbfxe2x80x8dxf0x9fxa6xb3,b'\\U0001f469\\U0001f3ff\\u200d\\U0001f9b3',\\U0001f469\\U0001f3ff\\u200d\\U0001f9b3
1F9D1 200D 1F9B3,fully-qualified,🧑‍🦳,E12.1,person: white hair,b'\xf0\x9f\xa7\x91\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\xa7\x91\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fxa7x91xe2x80x8dxf0x9fxa6xb3,b'\\U0001f9d1\\u200d\\U0001f9b3',\\U0001f9d1\\u200d\\U0001f9b3
1F9D1 1F3FB 200D,fully-qualified,🧑🏻‍🦳,E12.1,"person: light skin tone, white",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fxa7x91xf0x9fx8fxbbxe2x80x8dxf0x9fxa6xb3,b'\\U0001f9d1\\U0001f3fb\\u200d\\U0001f9b3',\\U0001f9d1\\U0001f3fb\\u200d\\U0001f9b3
1F9D1 1F3FC 200D,fully-qualified,🧑🏼‍🦳,E12.1,person: medium-light skin tone,b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fxa7x91xf0x9fx8fxbcxe2x80x8dxf0x9fxa6xb3,b'\\U0001f9d1\\U0001f3fc\\u200d\\U0001f9b3',\\U0001f9d1\\U0001f3fc\\u200d\\U0001f9b3
1F9D1 1F3FD 200D,fully-qualified,🧑🏽‍🦳,E12.1,"person: medium skin tone, whit",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fxa7x91xf0x9fx8fxbdxe2x80x8dxf0x9fxa6xb3,b'\\U0001f9d1\\U0001f3fd\\u200d\\U0001f9b3',\\U0001f9d1\\U0001f3fd\\u200d\\U0001f9b3
1F9D1 1F3FE 200D,fully-qualified,🧑🏾‍🦳,E12.1,"person: medium-dark skin tone,",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fxa7x91xf0x9fx8fxbexe2x80x8dxf0x9fxa6xb3,b'\\U0001f9d1\\U0001f3fe\\u200d\\U0001f9b3',\\U0001f9d1\\U0001f3fe\\u200d\\U0001f9b3
1F9D1 1F3FF 200D,fully-qualified,🧑🏿‍🦳,E12.1,"person: dark skin tone, white",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb3',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb3,xf0x9fxa7x91xf0x9fx8fxbfxe2x80x8dxf0x9fxa6xb3,b'\\U0001f9d1\\U0001f3ff\\u200d\\U0001f9b3',\\U0001f9d1\\U0001f3ff\\u200d\\U0001f9b3
1F469 200D 1F9B2,fully-qualified,👩‍🦲,E11.0,woman: bald,b'\xf0\x9f\x91\xa9\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\x91\xa9\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fx91xa9xe2x80x8dxf0x9fxa6xb2,b'\\U0001f469\\u200d\\U0001f9b2',\\U0001f469\\u200d\\U0001f9b2
1F469 1F3FB 200D,fully-qualified,👩🏻‍🦲,E11.0,"woman: light skin tone, bald",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fx91xa9xf0x9fx8fxbbxe2x80x8dxf0x9fxa6xb2,b'\\U0001f469\\U0001f3fb\\u200d\\U0001f9b2',\\U0001f469\\U0001f3fb\\u200d\\U0001f9b2
1F469 1F3FC 200D,fully-qualified,👩🏼‍🦲,E11.0,"woman: medium-light skin tone,",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fx91xa9xf0x9fx8fxbcxe2x80x8dxf0x9fxa6xb2,b'\\U0001f469\\U0001f3fc\\u200d\\U0001f9b2',\\U0001f469\\U0001f3fc\\u200d\\U0001f9b2
1F469 1F3FD 200D,fully-qualified,👩🏽‍🦲,E11.0,"woman: medium skin tone, bald",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fx91xa9xf0x9fx8fxbdxe2x80x8dxf0x9fxa6xb2,b'\\U0001f469\\U0001f3fd\\u200d\\U0001f9b2',\\U0001f469\\U0001f3fd\\u200d\\U0001f9b2
1F469 1F3FE 200D,fully-qualified,👩🏾‍🦲,E11.0,"woman: medium-dark skin tone,",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fx91xa9xf0x9fx8fxbexe2x80x8dxf0x9fxa6xb2,b'\\U0001f469\\U0001f3fe\\u200d\\U0001f9b2',\\U0001f469\\U0001f3fe\\u200d\\U0001f9b2
1F469 1F3FF 200D,fully-qualified,👩🏿‍🦲,E11.0,"woman: dark skin tone, bald",b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fx91xa9xf0x9fx8fxbfxe2x80x8dxf0x9fxa6xb2,b'\\U0001f469\\U0001f3ff\\u200d\\U0001f9b2',\\U0001f469\\U0001f3ff\\u200d\\U0001f9b2
1F9D1 200D 1F9B2,fully-qualified,🧑‍🦲,E12.1,person: bald,b'\xf0\x9f\xa7\x91\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\xa7\x91\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fxa7x91xe2x80x8dxf0x9fxa6xb2,b'\\U0001f9d1\\u200d\\U0001f9b2',\\U0001f9d1\\u200d\\U0001f9b2
1F9D1 1F3FB 200D,fully-qualified,🧑🏻‍🦲,E12.1,"person: light skin tone, bald",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fxa7x91xf0x9fx8fxbbxe2x80x8dxf0x9fxa6xb2,b'\\U0001f9d1\\U0001f3fb\\u200d\\U0001f9b2',\\U0001f9d1\\U0001f3fb\\u200d\\U0001f9b2
1F9D1 1F3FC 200D,fully-qualified,🧑🏼‍🦲,E12.1,person: medium-light skin tone,b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbc\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fxa7x91xf0x9fx8fxbcxe2x80x8dxf0x9fxa6xb2,b'\\U0001f9d1\\U0001f3fc\\u200d\\U0001f9b2',\\U0001f9d1\\U0001f3fc\\u200d\\U0001f9b2
1F9D1 1F3FD 200D,fully-qualified,🧑🏽‍🦲,E12.1,"person: medium skin tone, bald",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fxa7x91xf0x9fx8fxbdxe2x80x8dxf0x9fxa6xb2,b'\\U0001f9d1\\U0001f3fd\\u200d\\U0001f9b2',\\U0001f9d1\\U0001f3fd\\u200d\\U0001f9b2
1F9D1 1F3FE 200D,fully-qualified,🧑🏾‍🦲,E12.1,"person: medium-dark skin tone,",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fxa7x91xf0x9fx8fxbexe2x80x8dxf0x9fxa6xb2,b'\\U0001f9d1\\U0001f3fe\\u200d\\U0001f9b2',\\U0001f9d1\\U0001f3fe\\u200d\\U0001f9b2
1F9D1 1F3FF 200D,fully-qualified,🧑🏿‍🦲,E12.1,"person: dark skin tone, bald",b'\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb2',\xf0\x9f\xa7\x91\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa6\xb2,xf0x9fxa7x91xf0x9fx8fxbfxe2x80x8dxf0x9fxa6xb2,b'\\U0001f9d1\\U0001f3ff\\u200d\\U0001f9b2',\\U0001f9d1\\U0001f3ff\\u200d\\U0001f9b2
1F471 200D 2640,fully-qualified,👱‍♀️,E4.0,woman: blond hair,b'\xf0\x9f\x91\xb1\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x91\xb1\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx91xb1xe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f471\\u200d\\u2640\\ufe0f',\\U0001f471\\u200d\\u2640\\ufe0f
1F471 200D 2640,minimally-qualified,👱‍♀,E4.0,woman: blond hair,b'\xf0\x9f\x91\xb1\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x91\xb1\xe2\x80\x8d\xe2\x99\x80,xf0x9fx91xb1xe2x80x8dxe2x99x80,b'\\U0001f471\\u200d\\u2640',\\U0001f471\\u200d\\u2640
1F471 1F3FB 200D,fully-qualified,👱🏻‍♀️,E4.0,"woman: light skin tone, blond",b'\xf0\x9f\x91\xb1\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',\xf0\x9f\x91\xb1\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,xf0x9fx91xb1xf0x9fx8fxbbxe2x80x8dxe2x99x80xefxb8x8f,b'\\U0001f471\\U0001f3fb\\u200d\\u2640\\ufe0f',\\U0001f471\\U0001f3fb\\u200d\\u2640\\ufe0f
1F471 1F3FB 200D,minimally-qualified,👱🏻‍♀,E4.0,"woman: light skin tone, blond h",b'\xf0\x9f\x91\xb1\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80',\xf0\x9f\x91\xb1\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80,xf0x9fx91xb1xf0x9fx8fxbbxe2x80x8dxe2x99x80,b'\\U0001f471\\U0001f3fb\\u200d\\u2640',\\U0001f471\\U0001f3fb\\u200d\\u2640
